Index,Marketing.expense,Production.expense,Multiplex.coverage,Budget,Movie_length,Lead_.Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,X3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar,Marketing.expense_mms,Production.expense_mms,Multiplex.coverage_mms,Budget_mms,Movie_length_mms,Lead_.Actor_Rating_mms,Lead_Actress_rating_mms,Director_rating_mms,Producer_rating_mms,Critic_rating_mms,Trailer_views_mms,X3D_available_mms,Time_taken_mms,Twitter_hastags_mms,Genre_mms,Avg_age_actors_mms,Num_multiplex_mms,Collection_mms,Start_Tech_Oscar_mms
46,23.4284,68.82,0.552,31563.51,107.3,7.385,7.525,7.395,7.49,8.42,470466,0,161.72,223.088,1,21,445,38600,1,0.001855684,0.23643695,0.87037037,0.406399693,0.31822863,0.63360143,0.633969119,0.63652641,0.617305977,0.65,0.72576591,0,0.743471865,0.012044488,0,0.315789474,0.209345794,0.317777778,1
47,23.7672,68.82,0.552,32141.23,106.8,7.375,7.5,7.3,7.625,8.42,445250,1,186,243.2,2,39,455,40000,1,0.002046086,0.23643695,0.87037037,0.426326883,0.3130793,0.63181412,0.629427793,0.619516562,0.641391615,0.65,0.654709304,1,0.855093784,0.023087465,0.333333333,0.631578947,0.228037383,0.333333333,1
48,24.5854,68.82,0.552,33496.65,159,7.085,7.18,7.125,7.23,7.42,374797,1,106.64,242.656,1,44,526,33200,1,0.002505904,0.23643695,0.87037037,0.473079134,0.850669413,0.579982127,0.571298819,0.588182632,0.570918822,0.292857143,0.456178566,1,0.49025377,0.022788769,0,0.719298246,0.360747664,0.257777778,1
49,25.0774,68.82,0.552,29991.445,168.8,7.01,7.16,7.02,7.07,8.42,264112,0,141.76,282.304,3,34,427,28800,1,0.002782402,0.23643695,0.87037037,0.352174746,0.951596292,0.566577301,0.567665758,0.569382274,0.542372881,0.65,0.144277373,0,0.651710188,0.044558457,0.666666667,0.543859649,0.175700935,0.208888889,1
50,24.3954,68.82,0.552,31119.11,135.5,6.945,7.05,6.85,6.98,7.42,422013,0,119.76,263.104,4,45,507,38800,1,0.002399127,0.23643695,0.87037037,0.391071086,0.608650875,0.554959786,0.547683924,0.538943599,0.526315789,0.292857143,0.589229356,0,0.550570063,0.034016235,1,0.736842105,0.325233645,0.32,1
51,21.7746,66.28,0.561,33124.465,119.2,6.46,6.725,6.5,6.685,7.64,442225,1,0,223.152,1,21,404,39400,0,0.000926269,0.189882698,0.888888889,0.460241426,0.440782698,0.468275246,0.488646685,0.476275739,0.473684211,0.371428571,0.646185103,1,0,0.012079629,0,0.315789474,0.13271028,0.326666667,0
52,20.8674,66.28,0.561,33968.825,136.5,6.48,6.63,6.46,6.795,8.64,502413,1,140.2,223.28,2,30,473,41000,0,0.000416433,0.189882698,0.888888889,0.489365779,0.618949537,0.471849866,0.471389646,0.469113697,0.493309545,0.728571429,0.815789919,1,0.644538433,0.01214991,0.333333333,0.473684211,0.261682243,0.344444444,0
53,21.072,66.28,0.561,36168.605,94.6,6.49,6.62,6.44,6.815,8.64,504792,0,198,284,1,56,462,50000,0,0.000531416,0.189882698,0.888888889,0.565242384,0.187435633,0.473637176,0.469573115,0.465532677,0.496877788,0.728571429,0.822493744,0,0.910261125,0.045489686,0,0.929824561,0.241121495,0.444444444,0
54,20.9962,66.28,0.561,33318.89,94.9,6.555,6.74,6.565,6.51,8.64,496877,0,183.36,223.744,1,41,416,46800,0,0.000488817,0.189882698,0.888888889,0.466947691,0.190525232,0.485254692,0.49137148,0.487914056,0.442462087,0.728571429,0.800189928,0,0.842956969,0.012404681,0,0.666666667,0.155140187,0.408888889,0
55,20.272,63,0.59,32707.84,121.1,6.3,6.365,6.2,6.5,6.78,410055,1,173.56,303.024,3,55,387,37800,1,8.18E-05,0.129765396,0.948559671,0.445870856,0.460350154,0.439678284,0.423251589,0.42256043,0.440677966,0.064285714,0.555532699,1,0.797903641,0.055935271,0.666666667,0.912280702,0.100934579,0.308888889,1
56,20.2622,57.44,0.597,40268.195,95.4,5.55,5.795,5.605,5.655,8.42,512329,1,150.16,265.664,1,50,480,70800,1,7.63E-05,0.027859238,0.962962963,0.706648783,0.195674562,0.305630027,0.319709355,0.316025067,0.289919715,0.65,0.843732388,1,0.690327326,0.035421865,0,0.824561404,0.274766355,0.675555556,1
57,20.411,56.48,0.59,35457.565,109.2,5.34,5.535,5.285,5.465,8.54,539589,1,115.88,303.952,2,22,383,49400,1,0.000159942,0.01026393,0.948559671,0.540716612,0.337796087,0.268096515,0.272479564,0.258728738,0.256021409,0.692857143,0.920548818,1,0.532732622,0.056444811,0.333333333,0.333333333,0.093457944,0.437777778,1
58,20.2864,57.64,0.589,37862.88,114,5.685,5.86,5.815,5.99,8.98,512129,1,148.64,305.056,2,45,426,63200,1,8.99E-05,0.031524927,0.946502058,0.623682698,0.38722966,0.329758713,0.331516803,0.353625783,0.349687779,0.85,0.843168805,1,0.683339463,0.057050989,0.333333333,0.736842105,0.173831776,0.591111111,1
60,22.0656,65.26,0.547,32924.485,120.7,6.37,6.66,6.45,6.66,7.06,467075,1,123.84,283.136,3,20,460,39200,1,0.001089807,0.171187683,0.860082305,0.453343552,0.45623069,0.452189455,0.476839237,0.467323187,0.469223907,0.164285714,0.716210352,1,0.569326958,0.045015286,0.666666667,0.298245614,0.237383178,0.324444444,1
62,23.4342,65.26,0.547,33141.13,166.9,6.58,6.665,6.46,6.655,7.06,430178,0,124.4,302.56,1,48,387,32000,0,0.001858944,0.171187683,0.860082305,0.460816248,0.932028836,0.489722967,0.477747502,0.469113697,0.468331847,0.164285714,0.612237652,0,0.571901434,0.0556805,0,0.789473684,0.100934579,0.244444444,0
63,22.2054,65.26,0.547,35863.08,141.3,6.225,6.46,6.285,6.58,7.06,525189,1,116.88,203.552,3,56,434,44400,1,0.001168373,0.171187683,0.860082305,0.554703966,0.66838311,0.426273458,0.440508629,0.437779767,0.454950937,0.164285714,0.879970806,1,0.537329901,0.001317778,0.666666667,0.929824561,0.188785047,0.382222222,1
64,22.53,65.26,0.547,37562.91,116.9,5.885,6.155,5.95,6.045,8.06,469499,1,118,264,4,28,470,50000,1,0.001350794,0.171187683,0.860082305,0.613335888,0.417095778,0.365504915,0.38510445,0.377797672,0.359500446,0.521428571,0.723040984,1,0.542478853,0.034508205,1,0.438596491,0.256074766,0.444444444,1
65,20.3902,57.76,0.5839,39462.72,133,5.28,5.455,5.315,5.505,7.28,477265,1,165.2,205.28,4,30,390,66000,1,0.000148252,0.03372434,0.93600823,0.678865683,0.582904222,0.257372654,0.257947321,0.264100269,0.263157895,0.242857143,0.744924931,1,0.759470394,0.002266578,1,0.473684211,0.106542056,0.622222222,1
66,20.7168,61.74,0.602,34940.95,91.3,6.69,6.785,6.575,6.725,8.78,545499,0,189.4,243.76,1,20,375,47000,0,0.000331798,0.106671554,0.973251029,0.522897107,0.153450051,0.509383378,0.499545867,0.489704566,0.480820696,0.778571429,0.93720271,0,0.870724531,0.023394947,0,0.298245614,0.078504673,0.411111111,0
67,20.8758,61.74,0.602,32146.785,104.6,6.65,6.78,6.58,6.77,8.78,465605,0,179.76,223.104,4,44,479,38800,1,0.000421154,0.106671554,0.973251029,0.42651849,0.290422245,0.502234138,0.498637602,0.490599821,0.488849242,0.778571429,0.712068013,0,0.826406767,0.012053273,1,0.719298246,0.272897196,0.32,1
68,21.1578,67.14,0.591,32652.29,94.9,6.68,6.8,6.74,6.785,8.22,493569,1,142.8,263.52,1,29,406,44000,1,0.000579634,0.205645161,0.950617284,0.443954781,0.190525232,0.507596068,0.502270663,0.519247986,0.491525424,0.578571429,0.790868257,1,0.656491357,0.03424465,0,0.456140351,0.136448598,0.377777778,1
69,22.7108,67.14,0.591,31074.67,110.3,6.745,6.915,6.73,6.615,8.22,461313,0,176.96,302.784,1,40,485,34800,0,0.001452402,0.205645161,0.950617284,0.389538226,0.349124614,0.519213584,0.523160763,0.517457475,0.461195361,0.578571429,0.699973512,0,0.813534388,0.055803493,0,0.649122807,0.28411215,0.275555556,0
70,22.5632,67.14,0.591,32691.175,106.5,6.725,6.805,6.7,6.77,7.22,499656,0,166.36,223.344,2,56,384,41800,1,0.001369452,0.205645161,0.950617284,0.445296034,0.309989701,0.515638963,0.503178928,0.512085944,0.488849242,0.221428571,0.80802092,0,0.764803236,0.012185051,0.333333333,0.929824561,0.095327103,0.353333333,1
71,21.7652,76.62,0.587,35646.435,80.1,7.24,7.465,7.205,7.52,7.16,501152,1,195.68,283.872,1,38,410,48400,0,0.000920986,0.379398827,0.942386831,0.54723127,0.038105046,0.607685433,0.623069936,0.602506714,0.622658341,0.2,0.812236525,1,0.899595439,0.045419405,0,0.614035088,0.143925234,0.426666667,0
72,23.1752,76.62,0.587,33113.355,91,7.28,7.4,7.29,7.455,8.16,491978,0,200.68,263.472,4,46,400,43400,1,0.001713389,0.379398827,0.942386831,0.45985821,0.150360453,0.614834674,0.611262489,0.617726052,0.611061552,0.557142857,0.78638495,0,0.922581832,0.034218294,1,0.754385965,0.125233645,0.371111111,1
73,21.8328,76.62,0.587,33691.075,81.3,7.27,7.52,7.195,7.44,7.16,500290,0,117.12,203.648,1,20,361,45600,1,0.000958976,0.379398827,0.942386831,0.4797854,0.05046344,0.613047364,0.633060854,0.600716204,0.60838537,0.2,0.80980748,0,0.538433248,0.001370489,0,0.298245614,0.052336449,0.395555556,1
74,23.9078,76.62,0.587,34690.975,79.7,7.32,7.385,7.25,7.47,8.16,493124,1,119.36,243.744,2,45,434,46800,1,0.002125101,0.379398827,0.942386831,0.514274765,0.033985582,0.621983914,0.608537693,0.610564011,0.613737734,0.557142857,0.789614283,1,0.548731151,0.023386162,0.333333333,0.736842105,0.188785047,0.408888889,1
75,21.5792,80.66,0.563,34846.515,79.5,7.73,8.025,7.715,8.025,7.26,488560,0,157.64,203.856,1,40,389,48200,1,0.000816456,0.453445748,0.893004115,0.519639778,0.03192585,0.695263628,0.72479564,0.693822739,0.712756467,0.235714286,0.776753308,0,0.724714969,0.001484696,0,0.649122807,0.104672897,0.424444444,1
76,21.9024,80.66,0.563,34918.73,118.5,7.585,7.75,7.585,8.07,8.26,496661,0,120.56,203.424,3,28,382,42800,0,0.000998091,0.453445748,0.893004115,0.522130676,0.433573635,0.669347632,0.674841054,0.670546106,0.720785013,0.592857143,0.799581257,0,0.554247885,0.001247496,0.666666667,0.438596491,0.091588785,0.364444444,0
77,22.0306,80.66,0.563,34879.845,148,7.835,8.14,7.87,8.05,8.26,478283,0,146,243.2,3,22,453,40000,1,0.001070137,0.453445748,0.893004115,0.520789423,0.73738414,0.714030384,0.74568574,0.721575649,0.717216771,0.592857143,0.747793571,0,0.671202648,0.023087465,0.666666667,0.333333333,0.224299065,0.333333333,1
78,21.7414,80.66,0.563,34107.7,119.3,7.84,7.97,7.87,8.14,7.26,490040,1,118.32,223.328,1,57,419,41600,1,0.000907611,0.453445748,0.893004115,0.494155969,0.441812564,0.714924039,0.714804723,0.721575649,0.733273863,0.235714286,0.780923826,1,0.543949982,0.012176266,0,0.947368421,0.160747664,0.351111111,1
79,21.1292,80.66,0.563,34618.76,127.2,7.33,7.5,7.45,7.69,8.26,447528,1,176.48,303.392,2,53,377,42400,0,0.000563562,0.453445748,0.893004115,0.511783867,0.523171988,0.623771224,0.629427793,0.646374217,0.652988403,0.592857143,0.66112852,1,0.811327694,0.05613733,0.333333333,0.877192982,0.082242991,0.36,0
80,21.6774,80.66,0.563,32630.07,110.1,7.735,7.885,7.59,7.785,8.26,467670,0,128.12,303.248,4,37,472,40600,0,0.000871643,0.453445748,0.893004115,0.44318835,0.347064882,0.696157283,0.699364214,0.671441361,0.669937556,0.592857143,0.717887013,0,0.58900331,0.056058263,1,0.596491228,0.259813084,0.34,0
81,20.8226,64.72,0.574,37368.485,107,7.25,7.36,7.3,7.29,8.2,499995,1,129.2,284.48,2,54,374,56000,0,0.000391256,0.161290323,0.91563786,0.606629623,0.315139032,0.609472744,0.603996367,0.619516562,0.58162355,0.571428571,0.808976194,1,0.593968371,0.045753242,0.333333333,0.894736842,0.076635514,0.511111111,0
